timestamp,meterId,buildingId,buildingName,voltage,current,power,energy,frequency,powerFactor,temperature,occupancyLevel,weatherCondition,dayType,workingHours,scenario,status,simulationTime,simulationSpeed
2025-01-01 23:00:00,M001,B001,Academic Block,231.55,55.12,18.55,1105.96,50.041,0.888,19.96,0.2,Cloudy,Weekday,False,Normal,Normal,2025-01-01 23:00:00,1
2025-01-02 00:00:00,M001,B001,Academic Block,232.28,40.09,14.3,1120.27,49.938,0.88,18.78,9.94,Rainy,Weekday,False,Normal,Normal,2025-01-02 00:00:00,1
2025-01-02 01:00:00,M001,B001,Academic Block,228.58,38.87,13.78,1134.05,50.087,0.881,21.42,0.0,Sunny,Weekday,False,Normal,Normal,2025-01-02 01:00:00,1
2025-01-02 02:00:00,M001,B001,Academic Block,228.05,34.2,12.39,1146.44,50.172,0.89,18.38,0.0,Rainy,Weekday,False,Normal,Normal,2025-01-02 02:00:00,1
2025-01-02 03:00:00,M001,B001,Academic Block,231.51,21.71,7.55,1153.99,50.069,0.863,18.58,2.78,Rainy,Weekday,False,Normal,Normal,2025-01-02 03:00:00,1
2025-01-02 04:00:00,M001,B001,Academic Block,232.75,22.93,8.47,1162.46,50.17,0.895,23.56,0.0,Sunny,Weekday,False,Normal,Normal,2025-01-02 04:00:00,1
2025-01-02 05:00:00,M001,B001,Academic Block,220.28,55.63,18.98,1181.45,49.918,0.878,23.56,3.81,Sunny,Weekday,False,Normal,Normal,2025-01-02 05:00:00,1
2025-01-02 06:00:00,M001,B001,Academic Block,225.69,72.18,25.34,1206.78,50.093,0.885,27.03,11.62,Sunny,Weekday,False,Normal,Normal,2025-01-02 06:00:00,1
2025-01-02 07:00:00,M001,B001,Academic Block,230.34,55.21,20.32,1227.11,50.053,0.905,26.77,3.99,Sunny,Weekday,False,Normal,Normal,2025-01-02 07:00:00,1
2025-01-02 08:00:00,M001,B001,Academic Block,228.13,226.5,80.83,1307.93,49.983,0.895,28.01,56.28,Sunny,Weekday,True,Normal,Normal,2025-01-02 08:00:00,1
2025-01-02 09:00:00,M001,B001,Academic Block,232.44,267.67,97.42,1405.35,50.05,0.896,29.03,72.14,Sunny,Weekday,True,Normal,Normal,2025-01-02 09:00:00,1
2025-01-02 10:00:00,M001,B001,Academic Block,229.39,181.42,64.77,1470.12,49.983,0.91,22.5,33.03,Rainy,Weekday,True,Normal,Normal,2025-01-02 10:00:00,1
2025-01-02 11:00:00,M001,B001,Academic Block,232.05,251.49,91.85,1561.97,49.975,0.907,30.02,55.22,Sunny,Weekday,True,Normal,Normal,2025-01-02 11:00:00,1
2025-01-02 12:00:00,M001,B001,Academic Block,226.36,260.03,93.08,1655.05,50.093,0.922,26.48,74.17,Stormy,Weekday,True,Normal,Normal,2025-01-02 12:00:00,1
2025-01-02 13:00:00,M001,B001,Academic Block,232.93,232.73,83.46,1738.51,49.988,0.885,29.8,42.42,Sunny,Weekday,True,Normal,Normal,2025-01-02 13:00:00,1
2025-01-02 14:00:00,M001,B001,Academic Block,228.48,291.11,107.78,1846.29,49.962,0.915,29.38,79.44,Sunny,Weekday,True,Normal,Normal,2025-01-02 14:00:00,1
2025-01-02 15:00:00,M001,B001,Academic Block,230.93,215.1,78.49,1924.78,50.118,0.91,22.32,43.04,Rainy,Weekday,True,Normal,Normal,2025-01-02 15:00:00,1
2025-01-02 16:00:00,M001,B001,Academic Block,227.52,240.41,87.77,2012.55,50.042,0.925,26.82,54.92,Sunny,Weekday,True,Normal,Normal,2025-01-02 16:00:00,1
2025-01-02 17:00:00,M001,B001,Academic Block,230.67,228.78,83.32,2095.87,50.001,0.901,26.7,48.82,Sunny,Weekday,True,Normal,Normal,2025-01-02 17:00:00,1
2025-01-02 18:00:00,M001,B001,Academic Block,227.7,83.42,28.21,2124.08,50.07,0.886,22.91,7.03,Stormy,Weekday,False,Normal,Normal,2025-01-02 18:00:00,1
2025-01-02 19:00:00,M001,B001,Academic Block,227.72,46.81,15.93,2140.0,50.012,0.887,23.18,4.21,Sunny,Weekday,False,Normal,Normal,2025-01-02 19:00:00,1
2025-01-02 20:00:00,M001,B001,Academic Block,235.49,44.25,16.24,2156.25,50.094,0.877,23.87,9.85,Sunny,Weekday,False,Normal,Normal,2025-01-02 20:00:00,1
2025-01-02 21:00:00,M001,B001,Academic Block,225.22,54.99,18.92,2175.17,49.952,0.883,18.98,6.38,Stormy,Weekday,False,Normal,Normal,2025-01-02 21:00:00,1
2025-01-02 22:00:00,M001,B001,Academic Block,231.54,44.66,15.82,2190.99,50.057,0.863,17.34,0.0,Rainy,Weekday,False,Normal,Normal,2025-01-02 22:00:00,1
2025-01-02 23:00:00,M001,B001,Academic Block,233.54,60.36,21.73,2212.72,50.005,0.913,22.85,6.21,Sunny,Weekday,False,Normal,Normal,2025-01-02 23:00:00,1
2025-01-03 00:00:00,M001,B001,Academic Block,234.11,45.05,16.03,2228.76,49.923,0.892,15.99,3.65,Rainy,Weekday,False,Normal,Normal,2025-01-03 00:00:00,1
2025-01-03 01:00:00,M001,B001,Academic Block,234.51,36.98,13.93,2242.69,50.006,0.908,19.24,9.43,Sunny,Weekday,False,Normal,Normal,2025-01-03 01:00:00,1
2025-01-03 02:00:00,M001,B001,Academic Block,229.9,41.6,14.91,2257.59,49.835,0.882,17.73,8.98,Rainy,Weekday,False,Normal,Normal,2025-01-03 02:00:00,1
2025-01-03 03:00:00,M001,B001,Academic Block,229.81,39.68,13.56,2271.16,50.076,0.865,23.18,0.0,Sunny,Weekday,False,Normal,Normal,2025-01-03 03:00:00,1
2025-01-03 04:00:00,M001,B001,Academic Block,226.89,37.35,12.3,2283.46,49.956,0.863,22.23,2.2,Sunny,Weekday,False,Normal,Normal,2025-01-03 04:00:00,1
2025-01-03 05:00:00,M001,B001,Academic Block,229.66,51.36,18.02,2301.48,49.982,0.892,24.22,7.57,Sunny,Weekday,False,Normal,Normal,2025-01-03 05:00:00,1
2025-01-03 06:00:00,M001,B001,Academic Block,234.1,28.04,9.88,2311.36,50.132,0.876,24.55,0.0,Sunny,Weekday,False,Normal,Normal,2025-01-03 06:00:00,1
2025-01-03 07:00:00,M001,B001,Academic Block,225.18,45.49,15.75,2327.11,50.016,0.869,24.62,0.14,Cloudy,Weekday,False,Normal,Normal,2025-01-03 07:00:00,1
2025-01-03 08:00:00,M001,B001,Academic Block,232.64,199.93,73.99,2401.1,49.999,0.919,25.94,43.22,Sunny,Weekday,True,Normal,Normal,2025-01-03 08:00:00,1
2025-01-03 09:00:00,M001,B001,Academic Block,227.37,217.74,76.09,2477.19,49.889,0.913,25.0,47.07,Cloudy,Weekday,True,Normal,Normal,2025-01-03 09:00:00,1
2025-01-03 10:00:00,M001,B001,Academic Block,228.54,238.76,84.05,2561.23,49.953,0.89,28.71,57.29,Sunny,Weekday,True,Normal,Normal,2025-01-03 10:00:00,1
2025-01-03 11:00:00,M001,B001,Academic Block,228.27,244.32,89.44,2650.67,50.06,0.912,28.08,62.02,Sunny,Weekday,True,Normal,Normal,2025-01-03 11:00:00,1
2025-01-03 12:00:00,M001,B001,Academic Block,231.71,280.87,102.44,2753.12,49.939,0.887,27.66,84.15,Rainy,Weekday,True,Normal,Normal,2025-01-03 12:00:00,1
2025-01-03 13:00:00,M001,B001,Academic Block,229.8,214.84,75.3,2828.42,49.903,0.881,29.13,27.56,Sunny,Weekday,True,Normal,Normal,2025-01-03 13:00:00,1
2025-01-03 14:00:00,M001,B001,Academic Block,234.32,275.31,99.2,2927.62,49.802,0.896,27.95,68.68,Sunny,Weekday,True,Normal,Normal,2025-01-03 14:00:00,1
2025-01-03 15:00:00,M001,B001,Academic Block,230.26,230.38,84.27,3011.9,49.988,0.921,23.79,58.06,Rainy,Weekday,True,Normal,Normal,2025-01-03 15:00:00,1
2025-01-03 16:00:00,M001,B001,Academic Block,228.74,256.99,94.21,3106.11,50.023,0.937,26.5,65.59,Sunny,Weekday,True,Normal,Normal,2025-01-03 16:00:00,1
2025-01-03 17:00:00,M001,B001,Academic Block,224.39,250.12,85.39,3191.49,49.972,0.9,25.85,50.5,Sunny,Weekday,True,Normal,Normal,2025-01-03 17:00:00,1
2025-01-03 18:00:00,M001,B001,Academic Block,232.31,68.44,24.68,3216.17,49.882,0.901,24.92,9.12,Sunny,Weekday,False,Normal,Normal,2025-01-03 18:00:00,1
2025-01-03 19:00:00,M001,B001,Academic Block,228.62,60.31,21.69,3237.86,49.932,0.896,21.68,9.83,Cloudy,Weekday,False,Normal,Normal,2025-01-03 19:00:00,1
2025-01-03 20:00:00,M001,B001,Academic Block,228.47,70.74,24.47,3262.33,49.978,0.868,25.02,7.01,Sunny,Weekday,False,Normal,Normal,2025-01-03 20:00:00,1
2025-01-03 21:00:00,M001,B001,Academic Block,231.24,61.19,21.79,3284.11,50.15,0.872,22.83,9.82,Sunny,Weekday,False,Normal,Normal,2025-01-03 21:00:00,1
2025-01-03 22:00:00,M001,B001,Academic Block,229.83,58.17,19.36,3303.47,50.022,0.867,21.95,9.18,Sunny,Weekday,False,Normal,Normal,2025-01-03 22:00:00,1
2025-01-03 23:00:00,M001,B001,Academic Block,227.63,53.42,18.87,3322.34,50.038,0.914,21.5,13.91,Sunny,Weekday,False,Normal,Normal,2025-01-03 23:00:00,1
2025-01-04 00:00:00,M001,B001,Academic Block,229.62,13.6,5.0,3327.34,50.004,0.901,21.46,10.8,Sunny,Weekend,False,Normal,Normal,2025-01-04 00:00:00,1
2025-01-04 01:00:00,M001,B001,Academic Block,232.56,20.22,7.13,3334.47,49.814,0.884,23.21,18.57,Sunny,Weekend,False,Equipment Fault,Warning,2025-01-04 01:00:00,1
2025-01-04 02:00:00,M001,B001,Academic Block,229.55,14.64,5.0,3339.47,49.999,0.87,21.37,23.35,Sunny,Weekend,False,Normal,Normal,2025-01-04 02:00:00,1
2025-01-04 03:00:00,M001,B001,Academic Block,226.95,30.83,10.67,3350.14,50.041,0.878,22.22,24.79,Sunny,Weekend,False,Normal,Normal,2025-01-04 03:00:00,1
2025-01-04 04:00:00,M001,B001,Academic Block,232.02,14.58,5.0,3355.14,49.991,0.887,21.33,10.47,Stormy,Weekend,False,Normal,Normal,2025-01-04 04:00:00,1
2025-01-04 05:00:00,M001,B001,Academic Block,223.76,32.45,10.85,3365.99,49.901,0.866,22.88,7.96,Sunny,Weekend,False,Normal,Normal,2025-01-04 05:00:00,1
2025-01-04 06:00:00,M001,B001,Academic Block,229.79,15.2,5.27,3371.26,50.039,0.87,23.55,3.78,Sunny,Weekend,False,Normal,Normal,2025-01-04 06:00:00,1
2025-01-04 07:00:00,M001,B001,Academic Block,230.3,23.82,8.63,3379.89,49.99,0.894,26.31,15.77,Sunny,Weekend,False,Normal,Normal,2025-01-04 07:00:00,1
2025-01-04 08:00:00,M001,B001,Academic Block,230.76,38.94,13.64,3393.53,50.132,0.868,26.95,7.0,Sunny,Weekend,False,Normal,Normal,2025-01-04 08:00:00,1
2025-01-04 09:00:00,M001,B001,Academic Block,226.28,13.79,5.02,3398.55,49.935,0.905,22.94,12.61,Rainy,Weekend,False,Normal,Normal,2025-01-04 09:00:00,1
2025-01-04 10:00:00,M001,B001,Academic Block,228.37,31.36,11.08,3409.63,50.078,0.889,27.17,24.04,Sunny,Weekend,False,Normal,Normal,2025-01-04 10:00:00,1
2025-01-04 11:00:00,M001,B001,Academic Block,228.13,49.59,16.92,3426.55,49.967,0.865,30.72,12.46,Sunny,Weekend,False,Normal,Normal,2025-01-04 11:00:00,1
2025-01-04 12:00:00,M001,B001,Academic Block,232.15,71.85,25.07,3451.62,49.962,0.889,29.47,2.17,Sunny,Weekend,False,Normal,Normal,2025-01-04 12:00:00,1
2025-01-04 13:00:00,M001,B001,Academic Block,228.96,42.65,14.4,3466.01,50.016,0.858,28.99,0.0,Cloudy,Weekend,False,Normal,Normal,2025-01-04 13:00:00,1
2025-01-04 14:00:00,M001,B001,Academic Block,224.74,51.88,17.65,3483.66,50.167,0.875,27.6,0.0,Sunny,Weekend,False,Normal,Normal,2025-01-04 14:00:00,1
2025-01-04 15:00:00,M001,B001,Academic Block,224.93,53.78,18.31,3501.97,50.079,0.877,28.28,5.39,Sunny,Weekend,False,Normal,Normal,2025-01-04 15:00:00,1
2025-01-04 16:00:00,M001,B001,Academic Block,228.8,37.77,13.66,3515.63,50.04,0.898,27.2,24.17,Sunny,Weekend,False,Normal,Normal,2025-01-04 16:00:00,1
2025-01-04 17:00:00,M001,B001,Academic Block,226.04,32.9,11.54,3527.17,49.982,0.898,25.39,4.18,Cloudy,Weekend,False,Normal,Normal,2025-01-04 17:00:00,1
2025-01-04 18:00:00,M001,B001,Academic Block,231.9,27.97,9.84,3537.01,49.878,0.887,23.91,18.65,Cloudy,Weekend,False,Normal,Normal,2025-01-04 18:00:00,1
2025-01-04 19:00:00,M001,B001,Academic Block,233.39,35.82,12.48,3549.49,49.994,0.874,24.37,1.35,Sunny,Weekend,False,Normal,Normal,2025-01-04 19:00:00,1
2025-01-04 20:00:00,M001,B001,Academic Block,233.83,15.66,5.58,3555.07,49.979,0.885,19.36,6.3,Rainy,Weekend,False,Normal,Normal,2025-01-04 20:00:00,1
2025-01-04 21:00:00,M001,B001,Academic Block,225.95,14.24,5.0,3560.07,50.047,0.898,16.1,18.25,Rainy,Weekend,False,Normal,Normal,2025-01-04 21:00:00,1
2025-01-04 22:00:00,M001,B001,Academic Block,230.94,33.59,11.74,3571.81,49.865,0.862,17.15,21.27,Rainy,Weekend,False,Normal,Normal,2025-01-04 22:00:00,1
2025-01-04 23:00:00,M001,B001,Academic Block,224.2,15.06,5.0,3576.81,49.903,0.864,22.33,0.0,Sunny,Weekend,False,Normal,Normal,2025-01-04 23:00:00,1
2025-01-05 00:00:00,M001,B001,Academic Block,228.01,37.2,13.66,3590.46,50.093,0.908,18.45,8.29,Rainy,Weekend,False,Normal,Normal,2025-01-05 00:00:00,1
2025-01-05 01:00:00,M001,B001,Academic Block,228.51,14.16,5.0,3595.46,49.987,0.876,21.5,5.01,Sunny,Weekend,False,Normal,Normal,2025-01-05 01:00:00,1
2025-01-05 02:00:00,M001,B001,Academic Block,227.89,13.9,5.0,3600.46,50.189,0.9,16.81,13.77,Rainy,Weekend,False,Normal,Normal,2025-01-05 02:00:00,1
2025-01-05 03:00:00,M001,B001,Academic Block,231.63,14.36,5.0,3605.46,50.087,0.869,18.64,5.1,Rainy,Weekend,False,Normal,Normal,2025-01-05 03:00:00,1
2025-01-05 04:00:00,M001,B001,Academic Block,229.98,13.74,5.0,3610.46,50.056,0.866,21.62,4.15,Sunny,Weekend,False,Normal,Normal,2025-01-05 04:00:00,1
2025-01-05 05:00:00,M001,B001,Academic Block,225.08,27.12,9.33,3619.79,50.037,0.886,21.19,6.08,Cloudy,Weekend,False,Normal,Normal,2025-01-05 05:00:00,1
2025-01-05 06:00:00,M001,B001,Academic Block,234.6,29.3,10.69,3630.48,49.948,0.893,24.26,14.06,Cloudy,Weekend,False,Normal,Normal,2025-01-05 06:00:00,1
2025-01-05 07:00:00,M001,B001,Academic Block,229.32,17.63,6.43,3636.9,50.0,0.897,23.31,12.95,Cloudy,Weekend,False,Normal,Normal,2025-01-05 07:00:00,1
2025-01-05 08:00:00,M001,B001,Academic Block,230.64,37.15,12.96,3649.86,50.021,0.88,20.64,15.97,Stormy,Weekend,False,Normal,Normal,2025-01-05 08:00:00,1
2025-01-05 09:00:00,M001,B001,Academic Block,230.53,48.05,17.05,3666.91,50.033,0.883,28.16,14.86,Sunny,Weekend,False,Normal,Normal,2025-01-05 09:00:00,1
2025-01-05 10:00:00,M001,B001,Academic Block,230.38,35.11,12.27,3679.18,50.029,0.874,26.9,4.4,Cloudy,Weekend,False,Normal,Normal,2025-01-05 10:00:00,1
2025-01-05 11:00:00,M001,B001,Academic Block,226.31,42.95,14.8,3693.98,49.986,0.892,22.69,5.56,Rainy,Weekend,False,Normal,Normal,2025-01-05 11:00:00,1
2025-01-05 12:00:00,M001,B001,Academic Block,226.56,53.15,18.95,3712.92,49.991,0.892,29.56,5.49,Sunny,Weekend,False,Normal,Normal,2025-01-05 12:00:00,1
2025-01-05 13:00:00,M001,B001,Academic Block,227.87,68.7,24.03,3736.96,49.946,0.883,31.13,9.64,Sunny,Weekend,False,Normal,Normal,2025-01-05 13:00:00,1
2025-01-05 14:00:00,M001,B001,Academic Block,229.31,59.42,21.06,3758.01,50.057,0.898,28.64,18.94,Sunny,Weekend,False,Normal,Normal,2025-01-05 14:00:00,1
2025-01-05 15:00:00,M001,B001,Academic Block,226.91,51.57,18.25,3776.27,49.996,0.89,26.83,11.57,Cloudy,Weekend,False,Normal,Normal,2025-01-05 15:00:00,1
2025-01-05 16:00:00,M001,B001,Academic Block,231.69,29.08,10.49,3786.75,49.949,0.895,27.22,0.0,Sunny,Weekend,False,Normal,Normal,2025-01-05 16:00:00,1
2025-01-05 17:00:00,M001,B001,Academic Block,233.07,19.35,6.89,3793.64,49.913,0.888,26.28,6.38,Sunny,Weekend,False,Normal,Normal,2025-01-05 17:00:00,1
2025-01-05 18:00:00,M001,B001,Academic Block,229.93,47.65,17.51,3811.15,50.042,0.911,24.11,9.62,Sunny,Weekend,False,Normal,Normal,2025-01-05 18:00:00,1
2025-01-05 19:00:00,M001,B001,Academic Block,232.97,23.68,8.4,3819.55,50.05,0.873,24.28,1.99,Sunny,Weekend,False,Normal,Normal,2025-01-05 19:00:00,1
2025-01-05 20:00:00,M001,B001,Academic Block,231.07,47.11,17.07,3836.62,50.031,0.897,24.95,17.4,Sunny,Weekend,False,Normal,Normal,2025-01-05 20:00:00,1
2025-01-05 21:00:00,M001,B001,Academic Block,231.2,28.88,10.18,3846.8,50.175,0.883,19.75,20.54,Rainy,Weekend,False,Normal,Normal,2025-01-05 21:00:00,1
2025-01-05 22:00:00,M001,B001,Academic Block,228.41,14.68,5.0,3851.8,50.049,0.899,21.03,6.13,Sunny,Weekend,False,Normal,Normal,2025-01-05 22:00:00,1
2025-01-05 23:00:00,M001,B001,Academic Block,228.49,21.67,7.73,3859.53,50.017,0.9,19.29,10.3,Cloudy,Weekend,False,Normal,Normal,2025-01-05 23:00:00,1
2025-01-06 00:00:00,M001,B001,Academic Block,236.01,29.05,11.1,3870.63,49.992,0.912,18.73,12.87,Cloudy,Weekday,False,Normal,Normal,2025-01-06 00:00:00,1
2025-01-06 01:00:00,M001,B001,Academic Block,231.2,53.07,18.99,3889.62,49.945,0.89,18.76,12.38,Cloudy,Weekday,False,Normal,Normal,2025-01-06 01:00:00,1
2025-01-06 02:00:00,M001,B001,Academic Block,230.71,17.26,6.08,3895.7,49.908,0.886,22.49,3.15,Sunny,Weekday,False,Normal,Normal,2025-01-06 02:00:00,1
2025-01-06 03:00:00,M001,B001,Academic Block,225.33,47.23,15.58,3911.28,49.978,0.849,22.37,0.0,Sunny,Weekday,False,Normal,Normal,2025-01-06 03:00:00,1
2025-01-06 04:00:00,M001,B001,Academic Block,231.56,28.84,10.22,3921.5,50.068,0.899,17.44,2.86,Rainy,Weekday,False,Normal,Normal,2025-01-06 04:00:00,1
2025-01-06 05:00:00,M001,B001,Academic Block,229.02,42.82,15.18,3936.69,49.956,0.885,20.16,10.15,Rainy,Weekday,False,Normal,Normal,2025-01-06 05:00:00,1
2025-01-06 06:00:00,M001,B001,Academic Block,230.03,35.25,12.5,3949.19,50.011,0.889,22.19,4.6,Rainy,Weekday,False,Normal,Normal,2025-01-06 06:00:00,1
2025-01-06 07:00:00,M001,B001,Academic Block,227.18,56.35,19.94,3969.13,50.052,0.89,25.64,15.44,Cloudy,Weekday,False,Normal,Normal,2025-01-06 07:00:00,1
2025-01-06 08:00:00,M001,B001,Academic Block,236.01,213.24,79.7,4048.83,50.077,0.908,27.08,58.91,Sunny,Weekday,True,Normal,Normal,2025-01-06 08:00:00,1
2025-01-06 09:00:00,M001,B001,Academic Block,226.73,254.96,89.55,4138.38,50.13,0.898,24.22,74.9,Rainy,Weekday,True,Normal,Normal,2025-01-06 09:00:00,1
2025-01-06 10:00:00,M001,B001,Academic Block,234.31,225.87,85.55,4223.93,50.045,0.91,26.69,60.92,Cloudy,Weekday,True,Normal,Normal,2025-01-06 10:00:00,1
2025-01-06 11:00:00,M001,B001,Academic Block,233.87,242.01,90.42,4314.35,49.979,0.908,26.05,65.75,Cloudy,Weekday,True,Normal,Normal,2025-01-06 11:00:00,1
2025-01-06 12:00:00,M001,B001,Academic Block,234.66,185.36,68.15,4382.5,49.876,0.887,27.99,29.08,Sunny,Weekday,True,Normal,Normal,2025-01-06 12:00:00,1
2025-01-06 13:00:00,M001,B001,Academic Block,223.25,318.2,110.68,4493.18,49.945,0.915,28.45,84.56,Sunny,Weekday,True,Normal,Normal,2025-01-06 13:00:00,1
2025-01-06 14:00:00,M001,B001,Academic Block,232.18,208.04,75.48,4568.66,50.054,0.899,27.1,25.38,Sunny,Weekday,True,Normal,Normal,2025-01-06 14:00:00,1
2025-01-06 15:00:00,M001,B001,Academic Block,227.39,203.27,73.62,4642.28,49.921,0.911,24.61,41.43,Rainy,Weekday,True,Normal,Normal,2025-01-06 15:00:00,1
2025-01-06 16:00:00,M001,B001,Academic Block,225.24,188.51,66.29,4708.58,49.989,0.888,26.41,26.73,Cloudy,Weekday,True,Normal,Normal,2025-01-06 16:00:00,1
2025-01-06 17:00:00,M001,B001,Academic Block,234.19,213.52,76.92,4785.5,49.994,0.889,25.0,44.18,Cloudy,Weekday,True,Normal,Normal,2025-01-06 17:00:00,1
2025-01-06 18:00:00,M001,B001,Academic Block,231.2,62.01,21.08,4806.58,50.04,0.864,23.45,7.72,Cloudy,Weekday,False,Normal,Normal,2025-01-06 18:00:00,1
2025-01-06 19:00:00,M001,B001,Academic Block,232.41,45.5,16.83,4823.41,49.955,0.907,19.91,0.0,Rainy,Weekday,False,Normal,Normal,2025-01-06 19:00:00,1
2025-01-06 20:00:00,M001,B001,Academic Block,227.8,67.06,23.2,4846.61,49.972,0.893,22.3,15.73,Sunny,Weekday,False,Normal,Normal,2025-01-06 20:00:00,1
2025-01-06 21:00:00,M001,B001,Academic Block,230.94,36.29,13.03,4859.64,50.0,0.887,22.43,2.21,Cloudy,Weekday,False,Normal,Normal,2025-01-06 21:00:00,1
2025-01-06 22:00:00,M001,B001,Academic Block,228.4,47.08,16.84,4876.49,49.87,0.889,23.86,2.23,Sunny,Weekday,False,Normal,Normal,2025-01-06 22:00:00,1
2025-01-06 23:00:00,M001,B001,Academic Block,228.13,36.92,13.07,4889.56,50.056,0.898,20.59,5.17,Sunny,Weekday,False,Normal,Normal,2025-01-06 23:00:00,1
2025-01-07 00:00:00,M001,B001,Academic Block,235.84,45.25,16.77,4906.33,49.979,0.909,16.95,6.87,Cloudy,Weekday,False,Normal,Normal,2025-01-07 00:00:00,1
2025-01-07 01:00:00,M001,B001,Academic Block,227.26,31.45,11.28,4917.61,50.007,0.907,15.66,7.69,Stormy,Weekday,False,Normal,Normal,2025-01-07 01:00:00,1
2025-01-07 02:00:00,M001,B001,Academic Block,225.78,34.32,12.0,4929.61,50.006,0.895,23.19,8.05,Sunny,Weekday,False,Normal,Normal,2025-01-07 02:00:00,1
2025-01-07 03:00:00,M001,B001,Academic Block,231.51,34.53,12.16,4941.76,50.047,0.866,21.99,5.96,Cloudy,Weekday,False,Normal,Normal,2025-01-07 03:00:00,1
